id,trans_date,house_age,dist_MRT,num_stores,lat,long,price,X,Y,Xs,Ys
89,2012.916667,8.9,1406.43,0,24.98573,121.52758,48,303260.5593,2764300.572,-0.590833657,1.847388606
90,2013.5,23,3947.945,0,24.94783,121.50243,25.3,300737.0974,2760092.973,-3.114295576,-2.360209897
91,2012.833333,0,274.0144,1,24.9748,121.53059,45.4,303569.1669,2763091.1,-0.282226043,0.637916902
92,2013.25,9.1,1402.016,0,24.98569,121.5276,43.2,303262.5956,2764296.149,-0.588797335,1.842965874
93,2012.916667,20.6,2469.645,4,24.96108,121.51046,21.8,301542.4914,2761563.619,-2.308901552,-0.889563749
94,2012.916667,31.9,1146.329,0,24.9492,121.53076,16.1,303597.4163,2760255.6,-0.253976698,-2.197582686
95,2012.916667,40.9,167.5989,5,24.9663,121.54026,41,304549.2311,2762153.454,0.697838179,-0.299729595
96,2012.916667,8,104.8101,5,24.96674,121.54067,51.8,304590.4349,2762202.355,0.739041928,-0.250828382
97,2013.416667,6.4,90.45606,9,24.97433,121.5431,59.5,304832.428,2763044.038,0.981035017,0.590854396
98,2013.083333,28.4,617.4424,3,24.97746,121.53299,34.6,303810.3217,2763386.683,-0.041071218,0.933500236
99,2013.416667,16.4,289.3248,5,24.98203,121.54348,51,304867.3779,2763897.079,1.015984969,1.443896287
100,2013.416667,6.4,90.45606,9,24.97433,121.5431,62.2,304832.428,2763044.038,0.981035017,0.590854396
101,2013.5,17.5,964.7496,4,24.98872,121.53411,38.2,303918.4877,2764634.338,0.067094778,2.181155124
102,2012.833333,12.7,170.1289,1,24.97371,121.52984,32.9,303493.9158,2762970.071,-0.357477172,0.51688773
103,2013.083333,1.1,193.5845,6,24.96571,121.54089,54.4,304613.1029,2762088.356,0.76170995,-0.364827324
104,2012.75,0,208.3905,6,24.95618,121.53844,45.7,304369.9105,2761031.788,0.518517588,-1.42139553
105,2012.666667,32.7,392.4459,6,24.96398,121.5425,30.5,304776.4319,2761897.382,0.925038923,-0.555801196
106,2012.833333,0,292.9978,6,24.97744,121.54458,71,304980.472,2763389.115,1.12907908,0.935931441
107,2013.083333,17.2,189.5181,8,24.97707,121.54308,47.1,304829.194,2763347.525,0.977801066,0.894341514
108,2013.333333,12.2,1360.139,1,24.95204,121.54842,26.6,305379.5299,2760577.256,1.528136983,-1.875927201
109,2013.416667,31.4,592.5006,2,24.9726,121.53561,34.1,304076.965,2762849.409,0.225572049,0.396226038
110,2013.583333,4,2147.376,3,24.96299,121.51284,28.4,301782.0113,2761776.085,-2.069381689,-0.677098619
111,2013.083333,8.1,104.8101,5,24.96674,121.54067,51.6,304590.4349,2762202.355,0.739041928,-0.250828382
112,2013.583333,33.3,196.6172,7,24.97701,121.54224,39.4,304744.4128,2763340.54,0.893019835,0.887356454
113,2013.416667,9.9,2102.427,3,24.96044,121.51462,23.1,301962.8136,2761494.316,-1.888579397,-0.958867031
114,2013.333333,14.8,393.2606,6,24.96172,121.53812,7.6,304335.1654,2761645.294,0.48377244,-0.807889033
115,2012.666667,30.6,143.8383,8,24.98155,121.54142,53.3,304659.6175,2763843.081,0.808224495,1.389897615
116,2013.083333,20.6,737.9161,2,24.98092,121.54739,46.4,305262.6184,2763775.718,1.411225411,1.322534455
117,2013,30.9,6396.283,1,24.94375,121.47883,12.2,298355.4448,2759632.45,-5.495948147,-2.820733183
118,2013,13.6,4197.349,0,24.93885,121.50383,13,300882.1652,2759098.838,-2.969227739,-3.354344658
119,2013.5,25.3,1583.722,3,24.96622,121.51709,30.6,302209.7831,2762135.481,-1.641609848,-0.317702411
120,2013.5,16.6,289.3248,5,24.98203,121.54348,59.6,304867.3779,2763897.079,1.015984969,1.443896287
121,2013.166667,13.3,492.2313,5,24.96515,121.53737,31.3,304257.9309,2762024.916,0.406537968,-0.428267023
122,2013.5,13.6,492.2313,5,24.96515,121.53737,48,304257.9309,2762024.916,0.406537968,-0.428267023
123,2013.25,31.5,414.9476,4,24.98199,121.54464,32.5,304984.5066,2763893.119,1.133113596,1.439935363
124,2013.416667,0,185.4296,0,24.9711,121.5317,45.5,303682.842,2762681.71,-0.168550975,0.228526924
125,2012.916667,9.9,279.1726,7,24.97528,121.54541,57.4,305065.2317,2763150.199,1.213838708,0.697016257
126,2013.166667,1.1,193.5845,6,24.96571,121.54089,48.6,304613.1029,2762088.356,0.76170995,-0.364827324
127,2013.083333,38.6,804.6897,4,24.97838,121.53477,62.9,303989.6311,2763489.294,0.138238155,1.036110789
128,2013.25,3.8,383.8624,5,24.98085,121.54391,55,304911.3137,2763766.551,1.059920764,1.313367848
129,2013.083333,41.3,124.9912,6,24.96674,121.54039,60.7,304562.1633,2762202.242,0.71077031,-0.250940963
130,2013.416667,38.5,216.8329,7,24.98086,121.54162,41,304680.1142,2763766.734,0.828721218,1.313550546
131,2013.25,29.6,535.527,8,24.98092,121.53653,37.5,304166.209,2763771.338,0.314816059,1.318154512
132,2013.5,4,2147.376,3,24.96299,121.51284,30.7,301782.0113,2761776.085,-2.069381689,-0.677098619
133,2013.166667,26.6,482.7581,5,24.97433,121.53863,37.5,304381.1195,2763042.239,0.529726507,0.589055593
134,2012.833333,18,373.3937,8,24.9866,121.54082,39.5,304596.8126,2764402.201,0.745419601,1.949018078
135,2012.666667,33.4,186.9686,6,24.96604,121.54211,42.2,304736.1414,2762125.4,0.884748489,-0.327783634
136,2012.916667,18.9,1009.235,0,24.96357,121.54951,20.8,305484.4321,2761854.815,1.633039103,-0.598367784
137,2012.75,11.4,390.5684,5,24.97937,121.54245,46.8,304764.5697,2763602.029,0.913176694,1.148845892
138,2013.5,13.6,319.0708,6,24.96495,121.54277,47.4,304803.2648,2762004.932,0.951871869,-0.448250654
139,2013.166667,10,942.4664,0,24.97843,121.52406,43.5,302908.3234,2763490.613,-0.94306959,1.037429877
140,2012.666667,12.9,492.2313,5,24.96515,121.53737,42.5,304257.9309,2762024.916,0.406537968,-0.428267023
141,2013.25,16.2,289.3248,5,24.98203,121.54348,51.4,304867.3779,2763897.079,1.015984969,1.443896287
142,2013.333333,5.1,1559.827,3,24.97213,121.51627,28.9,302124.4975,2762789.782,-1.726895447,0.336599243
143,2013.416667,19.8,640.6071,5,24.97017,121.54647,37.5,305174.5318,2762584.623,1.323138856,0.131439381
144,2013.5,13.6,492.2313,5,24.96515,121.53737,40.1,304257.9309,2762024.916,0.406537968,-0.428267023
145,2013.083333,11.9,1360.139,1,24.95204,121.54842,28.4,305379.5299,2760577.256,1.528136983,-1.875927201
146,2012.916667,2.1,451.2438,5,24.97563,121.54694,45.5,305219.549,2763189.589,1.368156074,0.736405667
147,2012.75,0,185.4296,0,24.9711,121.5317,52.2,303682.842,2762681.71,-0.168550975,0.228526924
148,2012.75,3.2,489.8821,8,24.97017,121.54494,43.2,305020.0518,2762584.001,1.168658856,0.130818249
149,2013.5,16.4,3780.59,0,24.93293,121.51203,45.1,301712.7741,2758446.213,-2.138618833,-4.00697029
150,2012.666667,34.9,179.4538,8,24.97349,121.54245,39.7,304767.1734,2762950.733,0.915780411,0.497549606
151,2013.25,35.8,170.7311,7,24.96719,121.54269,48.5,304794.1952,2762253.013,0.942802201,-0.200170414
152,2013.5,4.9,387.7721,9,24.98118,121.53788,44.7,304302.3887,2763800.676,0.45099579,1.347493022
153,2013.333333,12,1360.139,1,24.95204,121.54842,28.9,305379.5299,2760577.256,1.528136983,-1.875927201
154,2013.25,6.5,376.1709,6,24.95418,121.53713,40.9,304238.5047,2760809.735,0.387111786,-1.643448011
155,2013.5,16.9,4066.587,0,24.94297,121.50342,20.7,300839.0675,2759555.031,-3.012325466,-2.898151666
156,2013.166667,13.8,4082.015,0,24.94155,121.50381,15.6,300879.0365,2759397.893,-2.972356485,-3.055290163
157,2013.583333,30.7,1264.73,0,24.94883,121.52954,18.3,303474.3752,2760214.137,-0.377017724,-2.239046275
158,2013.25,16.1,815.9314,4,24.97886,121.53464,35.6,303976.2967,2763542.409,0.124903785,1.089226079
159,2013,11.6,390.5684,5,24.97937,121.54245,39.4,304764.5697,2763602.029,0.913176694,1.148845892
160,2012.666667,15.5,815.9314,4,24.97886,121.53464,37.4,303976.2967,2763542.409,0.124903785,1.089226079
161,2012.916667,3.5,49.66105,8,24.95836,121.53756,57.8,304280.0934,2761272.902,0.428700442,-1.180281344
162,2013.416667,19.2,616.4004,3,24.97723,121.53767,39.6,304282.9214,2763363.072,0.43152842,0.909888577
163,2012.75,16,4066.587,0,24.94297,121.50342,11.6,300839.0675,2759555.031,-3.012325466,-2.898151666
164,2013.5,8.5,104.8101,5,24.96674,121.54067,55.5,304590.4349,2762202.355,0.739041928,-0.250828382
165,2012.833333,0,185.4296,0,24.9711,121.5317,55.2,303682.842,2762681.71,-0.168550975,0.228526924
166,2012.916667,13.7,1236.564,1,24.97694,121.55391,30.6,305922.6682,2763337.545,2.071275259,0.884362105
167,2013.416667,0,292.9978,6,24.97744,121.54458,73.6,304980.472,2763389.115,1.12907908,0.935931441
168,2013.416667,28.2,330.0854,8,24.97408,121.54011,43.4,304530.6562,2763015.142,0.67926323,0.56195837
169,2013.083333,27.6,515.1122,5,24.96299,121.5432,37.4,304847.5513,2761788.008,0.996158335,-0.665175404
170,2013.416667,8.4,1962.628,1,24.95468,121.55481,23.5,306023.6114,2760872.295,2.172218483,-1.580888127
171,2013.333333,24,4527.687,0,24.94741,121.49628,14.4,300116.2092,2760044.169,-3.735183754,-2.409013785
172,2013.083333,3.6,383.8624,5,24.98085,121.54391,58.8,304911.3137,2763766.551,1.059920764,1.313367848
173,2013.583333,6.6,90.45606,9,24.97433,121.5431,58.1,304832.428,2763044.038,0.981035017,0.590854396
174,2013.083333,41.3,401.8807,4,24.98326,121.5446,35.1,304979.9035,2764033.774,1.128510562,1.580590436
175,2013.416667,4.3,432.0385,7,24.9805,121.53778,45.2,304292.5915,2763725.316,0.441198532,1.272133013
176,2013.083333,30.2,472.1745,3,24.97005,121.53758,36.5,304276.9853,2762567.746,0.425592379,0.114562918
177,2012.833333,13.9,4573.779,0,24.94867,121.49507,19.2,299993.5082,2760183.286,-3.85788471,-2.269897384
178,2013.083333,33,181.0766,9,24.97697,121.54262,42,304782.796,2763336.262,0.931403,0.883079239
179,2013.5,13.1,1144.436,4,24.99176,121.53456,36.7,303962.5889,2764971.242,0.111195956,2.518059048
180,2013.083333,14,438.8513,1,24.97493,121.5273,42.6,303236.9415,2763104.205,-0.614451456,0.651021497
181,2012.666667,26.9,4449.27,0,24.94898,121.49621,15.5,300108.505,2760218.043,-3.742887998,-2.235140549
182,2013.166667,11.6,201.8939,8,24.98489,121.54121,55.9,304636.9403,2764212.95,0.785547341,1.759767318
183,2013.5,13.5,2147.376,3,24.96299,121.51284,23.6,301782.0113,2761776.085,-2.069381689,-0.677098619
184,2013.5,17,4082.015,0,24.94155,121.50381,18.8,300879.0365,2759397.893,-2.972356485,-3.055290163
185,2012.75,14.1,2615.465,0,24.95495,121.56174,21.8,306723.2798,2760905.078,2.871886856,-1.548104824
186,2012.75,31.4,1447.286,3,24.97285,121.5173,21.5,302228.1879,2762869.929,-1.623205064,0.416745565
187,2013.166667,20.9,2185.128,3,24.96322,121.51237,25.7,301734.4579,2761801.381,-2.11693507,-0.651802061
188,2013,8.9,3078.176,0,24.95464,121.56627,22,307180.8621,2760872.641,3.329469178,-1.580541997
189,2012.916667,34.8,190.0392,8,24.97707,121.54312,44.3,304833.2325,2763347.541,0.981839533,0.894357678
190,2012.916667,16.3,4066.587,0,24.94297,121.50342,20.5,300839.0675,2759555.031,-3.012325466,-2.898151666
191,2013.5,35.3,616.5735,8,24.97945,121.53642,42.3,304155.7474,2763608.47,0.304354414,1.155286549
192,2013.166667,13.2,750.0704,2,24.97371,121.54951,37.8,305479.8849,2762977.969,1.628491906,0.524785706
193,2013.166667,43.8,57.58945,7,24.9675,121.54069,42.7,304592.119,2762286.544,0.740726004,-0.166639305
194,2013.416667,9.7,421.479,5,24.98246,121.54477,49.3,304997.422,2763945.231,1.146029036,1.492047511
195,2013.5,15.2,3771.895,0,24.93363,121.51158,29.3,301667.0335,2758523.576,-2.184359485,-3.92960686
196,2013.333333,15.2,461.1016,5,24.95425,121.5399,34.6,304518.1893,2760818.598,0.666796364,-1.634585316
197,2013,22.8,707.9067,2,24.981,121.54713,36.6,305236.3334,2763784.473,1.384940449,1.331289753
198,2013.25,34.4,126.7286,8,24.96881,121.54089,48.2,304611.7346,2762431.726,0.760341662,-0.02145731
199,2013.083333,34,157.6052,7,24.96628,121.54196,39.1,304720.8897,2762151.923,0.869496754,-0.301260628
200,2013.416667,18.2,451.6419,8,24.96945,121.5449,31.6,305016.3333,2762504.235,1.164940346,0.051051518
201,2013.416667,17.4,995.7554,0,24.96305,121.54915,25.5,305448.3149,2761797.071,1.596921904,-0.656112447
202,2013.416667,13.1,561.9845,5,24.98746,121.54391,45.9,304908.378,2764498.706,1.056985065,2.045523214
203,2012.916667,38.3,642.6985,3,24.97559,121.53713,31.5,304229.1213,2763181.202,0.377728311,0.728018683
204,2012.666667,15.6,289.3248,5,24.98203,121.54348,46.1,304867.3779,2763897.079,1.015984969,1.443896287
205,2013,18,1414.837,1,24.95182,121.54887,26.6,305425.0704,2760553.071,1.573677429,-1.900111795
206,2013.083333,12.8,1449.722,3,24.97289,121.51728,21.4,302226.1517,2762874.352,-1.625241249,0.421168441
207,2013.25,22.2,379.5575,10,24.98343,121.53762,44,304275.1519,2764049.793,0.42375898,1.59660956
208,2013.083333,38.5,665.0636,3,24.97503,121.53692,34.2,304208.1645,2763119.09,0.356771557,0.665906601
209,2012.75,11.5,1360.139,1,24.95204,121.54842,26.2,305379.5299,2760577.256,1.528136983,-1.875927201
210,2012.833333,34.8,175.6294,8,24.97347,121.54271,40.9,304793.433,2762948.622,0.94204006,0.495439271
211,2013.5,5.2,390.5684,5,24.97937,121.54245,52.2,304764.5697,2763602.029,0.913176694,1.148845892
212,2013.083333,0,274.0144,1,24.9748,121.53059,43.5,303569.1669,2763091.1,-0.282226043,0.637916902
213,2013.333333,17.6,1805.665,2,24.98672,121.52091,31.1,302586.7724,2764407.626,-1.26462055,1.954443027
214,2013.083333,6.2,90.45606,9,24.97433,121.5431,58,304832.428,2763044.038,0.981035017,0.590854396
215,2013.583333,18.1,1783.18,3,24.96731,121.51486,20.9,301984.1616,2762255.358,-1.867231404,-0.197825303
216,2013.333333,19.2,383.7129,8,24.972,121.54477,48.1,305002.0737,2762786.632,1.15068077,0.333448603
217,2013.25,37.8,590.9292,1,24.97153,121.53559,39.7,304075.4134,2762730.883,0.224020481,0.277700022
218,2012.916667,28,372.6242,6,24.97838,121.54119,40.8,304637.7977,2763491.864,0.786404789,1.038680828
219,2013.416667,13.6,492.2313,5,24.96515,121.53737,43.8,304257.9309,2762024.916,0.406537968,-0.428267023
220,2012.75,29.3,529.7771,8,24.98102,121.53655,40.2,304168.1844,2763782.422,0.316791421,1.329238965
221,2013.333333,37.2,186.5101,9,24.97703,121.54265,78.3,304785.7982,2763342.92,0.934405273,0.889737233
222,2013.333333,9,1402.016,0,24.98569,121.5276,38.5,303262.5956,2764296.149,-0.588797335,1.842965874
223,2013.583333,30.6,431.1114,10,24.98123,121.53743,48.5,304256.9356,2763806.034,0.40554264,1.352851207
224,2013.25,9.1,1402.016,0,24.98569,121.5276,42.3,303262.5956,2764296.149,-0.588797335,1.842965874
225,2013.333333,34.5,324.9419,6,24.97814,121.5417,46,304689.3938,2763465.486,0.838000815,1.012302779
226,2013.25,1.1,193.5845,6,24.96571,121.54089,49,304613.1029,2762088.356,0.76170995,-0.364827324
227,2013,16.5,4082.015,0,24.94155,121.50381,12.8,300879.0365,2759397.893,-2.972356485,-3.055290163
228,2012.916667,32.4,265.0609,8,24.98059,121.53986,40.2,304502.5462,2763736.119,0.651153195,1.282935849
229,2013.416667,11.9,3171.329,0,25.00115,121.51776,46.6,302262.6659,2766004.742,-1.588727046,3.551559289
230,2013.583333,31,1156.412,0,24.9489,121.53095,19,303616.7332,2760222.446,-0.234659794,-2.230736938
231,2013.5,4,2147.376,3,24.96299,121.51284,33.4,301782.0113,2761776.085,-2.069381689,-0.677098619
232,2012.833333,16.2,4074.736,0,24.94235,121.50357,14.7,300854.4704,2759486.414,-2.996922567,-2.96676904
233,2012.916667,27.1,4412.765,1,24.95032,121.49587,17.4,300073.6285,2760366.341,-3.77776445,-2.086842511
234,2013.333333,39.7,333.3679,9,24.98016,121.53932,32.4,304448.2178,2763688.273,0.596824808,1.235090197
235,2013.25,8,2216.612,4,24.96007,121.51361,23.9,301860.9839,2761452.947,-1.99040904,-1.000235928
236,2012.75,12.9,250.631,7,24.96606,121.54297,39.3,304822.9674,2762127.962,0.971574392,-0.325221278
237,2013.166667,3.6,373.8389,10,24.98322,121.53765,61.9,304278.2728,2764026.544,0.426879863,1.573360972
238,2013.166667,13,732.8528,0,24.97668,121.52518,39,303022.1492,2763297.212,-0.829243722,0.844029241
239,2013.083333,12.8,732.8528,0,24.97668,121.52518,40.6,303022.1492,2763297.212,-0.829243722,0.844029241
240,2013.5,18.1,837.7233,0,24.96334,121.54767,29.7,305298.745,2761828.589,1.44735204,-0.624594416
241,2013.083333,11,1712.632,2,24.96412,121.5167,28.8,302171.2901,2761902.726,-1.680102865,-0.550457203
242,2013.5,13.7,250.631,7,24.96606,121.54297,41.4,304822.9674,2762127.962,0.971574392,-0.325221278
243,2012.833333,2,2077.39,3,24.96357,121.51329,33.4,301827.2061,2761840.499,-2.024186815,-0.612683694
244,2013.416667,32.8,204.1705,8,24.98236,121.53923,48.2,304438.1629,2763931.92,0.586769917,1.478736437
245,2013.083333,4.8,1559.827,3,24.97213,121.51627,21.7,302124.4975,2762789.782,-1.726895447,0.336599243
